정류소명,정류소아이디
웨딩타운,113000475
이대역,113000411
신촌오거리.2호선신촌역,113000417
신촌오거리.현대백화점,113000416
동교동삼거리,113000415
홍대입구역(가상),113000506
홍대입구역,113000414
서교동,113000413
합정역(가상),113000509
합정역,113000412
선유고등학교,118000136
신월IC(미정차),277103844
부천IC출입(미정차),277103845
약대사거리,212000397
신중동역5번출구.중흥중학교,210000105
신중동역4번출구.롯데백화점,210000163
부천시청역5번출구,210000406
부천시청역4번출구.현대백화점.경기예고,210000161
남동구청후문(남동등기소),165000288
청학중학교,164000496
송도힐스테이트6단지,164000554
경제자유구역청,164000514
힐스테이트송도더테라스(후문),164000716
랜드마크시티센트럴더샵(203동),164000652
송담초등학교,164000669
힐스테이트레이크송도(후문),164000658
힐스테이트레이크송도2차(201동),164000659
운전면허시험장,165000005
남동소래아트홀,165000744
논현8단지동산마을,165000569
한국건설생활환경시험연구원,165000312
장수초등학교,165000342
장수초등학교,165000352
한국건설생활환경시험연구원,165000315
논현중학교,165000574
논현8단지동산마을,165000570
남동소래아트홀,165000748
면허시험장,165000006
극지연구소,165000919
송도더샵그린스퀘어,165000843
글로벌파크베르디움,165000840
임광그대가.서창자이아파트,165000514
임광그대가.서창자이아파트,165000515
서창센트럴푸르지오,165000904
서창이편한세상1002동,165000906
센타빌딩,165000902
서창119안전센터,165000900
서창퍼스트뷰후문,165000777
도림주공1단지,165000152
도림주공2단지,165000149
주적골,165000510
논고개길,165000819
논현사거리,165000505
글로벌캠퍼스푸르지오,165000841
송도더샵센트럴시티,165000842
극지연구소,165000918
동막역(4번출구),164000338
유수지,165000010
금강다이아몬드,165000007
유수지길,165000003
프라임,165000643
이영화학,165000644
삼진금속,165000040
후지테크,165000051
한국산업단지공단,165000060
순복음교회,165000181
남인천여자중학교,165000190
연성교회,163000278
삼영아파트,163000280
제물포여자중학교,163000288
인고체육관,163000305
인고앞,163000318
석바위시장,163000381
인천가정법원.인천지방법원등기국,163000405
신동아아파트,165000381
신원아침도시오피스텔(홈플러스),165000836
수출산업단지6공단입구,166000010
한남시티플라자,166000253
부평시장,166000290
부흥오거리(소망병원),166000374
나누리병원,166000784
더필립요양병원,166000461
굴포천역(신복사거리),166000485
굴포천역(부평농협),166000508
신트리공원,166000501
부평구청,166000484
청천하우스디아파트,166000477
청천푸르지오아파트,166000894
세월천사거리,166000489
영진아파트,166000551
청천푸르지오아파트,166000811
청천푸르지오아파트,166000515
청천하우스디아파트,166000475
부평구청,166000482
신트리공원,166000496
굴포천역(부평농협),166000507
굴포천역(신복사거리),166000498
영창한의원,166000452
나누리병원,166000398
부흥오거리(소망병원),166000375
부평시장,166000283
부평역(로터스프라자),166000246
수출산업단지6공단입구,166000009
신동아아파트,165000382
인천가정법원.인천지방법원등기국,163000409
석바위시장,163000382
인고앞,163000338
인고체육관(동양장사거리),163000309
삼영아파트,163000279
남인천여자중학교,165000191
순복음교회,163000253
한국산업단지공단,165000067
후지테크,165000052
서울경금속,165000039
성강지식산업센터,165000837
해안도로신항만교,165000002
덕창기계,165000723
유수지길,165000004
금강다이아몬드,165000008
유수지,165000011
아주아파트,164000047
한양2차아파트37동,164000058
동춘마을아파트,164000082
여성의광장,164000085
복지회관,164000080
송도파크자이아파트정문,164000679
새봄초등학교,164000681
송도파크자이,164000629
송도라마다호텔앞,164000067
송도유원지(도로교통공단),164000088
옥련동성당,164000330
우성아파트,164000357
축현초등학교.인천시립박물관,164000151
호불사입구,164000182
옥련중학교,164000470
쌍용아파트,164000184
현대4차아파트,164000158
옥련초등학교,164000146
원흥아파트,164000336
현대3차아파트,164000168
송도고입구,164000215
송학둥지아파트,164000585
옥련고개,164000212
송도역,164000213
옥련1동행정복지센터,164000217
송도재래시장,164000220
송도영남아파트,164000224
청학아파트,164000236
청학동.한국전력남인천지사,164000230
성호아파트,164000204
용담마을,164000191
동남스포피아,164000226
문남마을,164000250
연수1동행정복지센터,164000248
문남초등학교,164000216
연수역,164000507
영남아파트,164000203
연수중학교,164000196
연수2차아파트,164000195
선학사거리,164000295
관교중학교,163000200
동아아파트,163000248
순복음교회앞,163000252
윤성아파트,164000307
연수중학교,164000194
영남아파트,164000205
연수역,164000506
문남초등학교,164000214
연수1동행정복지센터,164000251
용담마을,164000192
시대아파트,164000340
청학동.한국전력남인천지사,164000239
청학아파트,164000341
송도영남아파트,164000225
옥련치안센터,164000223
송도역,164000505
옥련고개,164000219
송학둥지아파트,164000584
현대3차아파트,164000342
삼성아파트.남인천농협,164000125
우성아파트,164000143
한국아파트,164000154
쌍용아파트,164000178
쌍용아파트,164000469
호불사입구,164000180
축현초등학교.인천시립박물관,164000152
우성2차아파트(옥련동),164000356
백산아파트,164000328
송도유원지(도로교통공단),164000081
송도라마다호텔앞,164000065
새봄초등학교,164000680
송도동일하이빌파크포레아파트,164000682
복지회관,164000079
여성의광장,164000084
태평아파트,164000083
아주아파트,164000051
캠퍼스타운역(3번출구),164000719
해돋이도서관,164000731
해돋이공원,164000720
엑스포빌리지10단지,164000460
송도2동행정복지센터,164000492
중앙공원사거리,165000189
문화예술회관,165000199
올림픽공원,165000210
중부고용노동청(인천고용센터),165000223
대우재아파트,165000702
동인천중학교,165000230
주안도서관,163000342
주안4동행정복지센터,163000335
주안현대아파트,163000358
시민공원(문화창작지대)역,163000344
주안4동행정복지센터,163000333
주안도서관,163000341
동인천중학교,165000229
대우재아파트,165000703
중부고용노동청(인천고용센터),165000222
올림픽공원,165000209
문화예술회관,165000197
송도2동행정복지센터,164000493
해돋이공원,164000008
해돋이도서관,164000732
캠퍼스타운역(3번출구),164000388
한풍산업,165000014
유수지근린공원,165000019
번영로제3사거리,165000036
(주)대한특수금속,165000050
연수3동행정복지센터,164000262
가천대학교,164000270
유천아파트후문,164000265
청학사거리,164000256
신동아3차아파트,163000120
신동아아파트(B),163000162
신동아아파트,163000160
신동아3차아파트,163000119
청학사거리,164000259
청학중학교,164000160
청학초등학교,164000185
유천아파트,164000254
가천대학교(노인복지회관),164000269
대동특수철강,165000049
디에스솔텍,165000038
번영로제3사거리,165000037
유수지근린공원,165000020
대기이에스티,165000013
인천뷰티예술고등학교,164000052
인천교회,164000678
능허대공원,164000567
인천해양과학고,164000120
옥련사거리,164000170
서해아파트,164000164
송도재래시장,164000207
서해아파트,164000169
옥련사거리,164000171
인천해양과학고,164000566
KT송도지점,164000568
송도파크자이아파트,164000640
먼우금사거리,164000114
한양아파트2차,164000062
동막초등학교,164000054
인천대정문,164000385
송도더샵마스터뷰23단지,164000441
인천대입구역,164000396
센트럴파크역,164000397
송도자이하버뷰,164000521
더샵하버뷰14단지,164000504
더샵하버뷰(D13),164000466
문학경기장(박태환수영장),164000311
푸르지오하버뷰,164000522
송도센트럴파크,164000452
인천대입구역,164000395
송도더샵마스터뷰23단지,164000442
인천대정문,164000386
인천대학교공과대학,164000499
월미문화의거리,161000219
월미테마파크,161000502
해사고등학교,161000503
갑문,161000504
삼양베이커,161000571
월미공원,161000572
월미공원역,161000346
선창산업,161000167
8부두,161000182
배다리헌책방거리,162000158
동구청,162000011
동산교회,162000010
인화여고,163000548
상수도사업본부(스마트타운),163000375
대화초등학교,163000397
신태양아파트,163000408
태화아파트,163000413
